Theta1,Theta1_dot, Theta2, Theta2_dot
25.034061,5.911775,51.283337,0.424740
25.063800,5.888990,51.285113,0.047282
25.093420,5.863845,51.284998,-0.320075
25.122910,5.836627,51.283043,-0.676518
25.152260,5.807619,51.279305,-1.021295
25.181461,5.777097,51.273843,-1.353721
25.210505,5.745325,51.266719,-1.673180
25.239387,5.712551,51.258000,-1.979124
25.268101,5.679009,51.247755,-2.271072
25.296644,5.644914,51.236054,-2.548608
25.325014,5.610459,51.222970,-2.811377
25.353208,5.575819,51.208579,-3.059080
25.381226,5.541144,51.192955,-3.291471
25.409069,5.506568,51.176177,-3.508352
25.436736,5.472199,51.158323,-3.709568
25.464229,5.438129,51.139472,-3.895006
25.491549,5.404429,51.119703,-4.064588
25.518699,5.371154,51.099096,-4.218272
25.545681,5.338344,51.077731,-4.356052
25.572497,5.306023,51.055688,-4.477951
25.599150,5.274205,51.033047,-4.584028
25.625642,5.242890,51.009887,-4.674376
25.651976,5.212073,50.986288,-4.749121
25.678154,5.181739,50.962328,-4.808425
25.704179,5.151865,50.938084,-4.852488
25.730054,5.122425,50.913632,-4.881545
25.755779,5.093388,50.889048,-4.895871
25.781359,5.064720,50.864406,-4.895778
25.806793,5.036383,50.839778,-4.881619
25.832084,5.008339,50.815234,-4.853782
25.857234,4.980545,50.790842,-4.812691
25.882243,4.952961,50.766669,-4.758807
25.907113,4.925542,50.742779,-4.692622
25.931844,4.898243,50.719233,-4.614658
25.956436,4.871020,50.696089,-4.525463
25.980891,4.843826,50.673405,-4.425611
26.005209,4.816614,50.651232,-4.315695
26.029388,4.789337,50.629621,-4.196325
26.053430,4.761945,50.608618,-4.068126
26.077332,4.734390,50.588269,-3.931732
26.101095,4.706622,50.568612,-3.787783
26.124717,4.678591,50.549686,-3.636926
26.148197,4.650246,50.531524,-3.479806
26.171533,4.621536,50.514158,-3.317068
26.194723,4.592412,50.497615,-3.149351
26.217766,4.562823,50.481919,-2.977290
26.240658,4.532723,50.467092,-2.801510
26.263398,4.502062,50.453151,-2.622622
26.285982,4.470798,50.440112,-2.441229
26.308407,4.438887,50.427987,-2.257915
26.330670,4.406290,50.416785,-2.073250
26.352768,4.372971,50.406512,-1.887785
26.374697,4.338899,50.397171,-1.702049
26.396453,4.304044,50.388763,-1.516551
26.418033,4.268383,50.381287,-1.331778
26.439432,4.231899,50.374739,-1.148191
26.460646,4.194576,50.369112,-0.966226
26.481671,4.156406,50.364397,-0.786293
26.502502,4.117385,50.360584,-0.608774
26.523137,4.077514,50.357661,-0.434024
26.543569,4.036798,50.355613,-0.262370
26.563796,3.995247,50.354425,-0.094109
26.583812,3.952874,50.354078,0.070487
26.603615,3.909699,50.354555,0.231175
26.623199,3.865742,50.355836,0.387740
26.642562,3.821029,50.357899,0.539992
26.661699,3.775586,50.360724,0.687767
26.680606,3.729444,50.364286,0.830926
26.699281,3.682634,50.368564,0.969351
26.717719,3.635191,50.373533,1.102948
26.735918,3.587149,50.379168,1.231643
26.753875,3.538544,50.385445,1.355379
26.771587,3.489413,50.392340,1.474120
26.789052,3.439792,50.399827,1.587845
26.806267,3.389720,50.407880,1.696547
26.823229,3.339234,50.416475,1.800232
26.839937,3.288370,50.425586,1.898922
26.856389,3.237164,50.435189,1.992646
26.872584,3.185652,50.445258,2.081445
26.888519,3.133870,50.455768,2.165368
26.904193,3.081852,50.466695,2.244472
26.919606,3.029631,50.478016,2.318821
26.934756,2.977238,50.489706,2.388484
26.949642,2.924705,50.501741,2.453537
26.964264,2.872063,50.514099,2.514058
26.978622,2.819339,50.526756,2.570131
26.992714,2.766561,50.539691,2.621842
27.006541,2.713755,50.552882,2.669279
27.020102,2.660947,50.566307,2.712533
27.033398,2.608160,50.579945,2.751697
27.046428,2.555418,50.593776,2.786865
27.059194,2.502740,50.607780,2.818131
27.071694,2.450148,50.621937,2.845591
27.083930,2.397660,50.636228,2.869342
27.095903,2.345295,50.650635,2.889478
27.107612,2.293069,50.665139,2.906096
27.119058,2.240997,50.679724,2.919292
27.130243,2.189095,50.694371,2.929161
27.141167,2.137374,50.709064,2.935799
27.151831,2.085848,50.723788,2.939300
27.162237,2.034529,50.738526,2.939758
27.172384,1.983425,50.753262,2.937266
27.182274,1.932547,50.767984,2.931915
27.191909,1.881904,50.782675,2.923798
27.201289,1.831501,50.797322,2.913004
27.210416,1.781347,50.811913,2.899622
27.219291,1.731446,50.826433,2.883741
27.227915,1.681803,50.840871,2.865447
27.236290,1.632423,50.855214,2.844827
27.244416,1.583309,50.869451,2.821965
27.252296,1.534463,50.883571,2.796945
27.259930,1.485887,50.897563,2.769849
27.267320,1.437581,50.911416,2.740758
27.274467,1.389547,50.925120,2.709753
27.281373,1.341783,50.938667,2.676912
27.288039,1.294290,50.952046,2.642312
27.294466,1.247064,50.965249,2.606031
27.300655,1.200105,50.978269,2.568143
27.306609,1.153408,50.991095,2.528723
27.312328,1.106972,51.003722,2.487842
27.317813,1.060792,51.016142,2.445574
27.323066,1.014863,51.028348,2.401988
27.328089,0.969182,51.040333,2.357154
27.332881,0.923742,51.052091,2.311140
27.337446,0.878539,51.063616,2.264013
27.341783,0.833566,51.074904,2.215839
27.345893,0.788816,51.085947,2.166684
27.349779,0.744285,51.096743,2.116610
27.353441,0.699963,51.107285,2.065682
27.356880,0.655844,51.117571,2.013961
27.360097,0.611921,51.127596,1.961507
27.363093,0.568186,51.137356,1.908381
27.365869,0.524630,51.146848,1.854642
27.368426,0.481245,51.156069,1.800349
27.370765,0.438024,51.165016,1.745557
27.372886,0.394957,51.173687,1.690325
27.374791,0.352037,51.182080,1.634707
27.376479,0.309253,51.190193,1.578759
27.377953,0.266598,51.198024,1.522534
27.379211,0.224063,51.205572,1.466086
27.380256,0.181638,51.212836,1.409468
27.381087,0.139315,51.219815,1.352732
27.381706,0.097084,51.226509,1.295929
27.382111,0.054937,51.232916,1.239111
27.382305,0.012865,51.239038,1.182328
27.382287,-0.029141,51.244875,1.125629
27.382057,-0.071091,51.250426,1.069065
27.381616,-0.112992,51.255693,1.012684
27.380965,-0.154853,51.260676,0.956534
27.380102,-0.196683,51.265378,0.900665
27.379029,-0.238490,51.269799,0.845123
27.377745,-0.280283,51.273940,0.789957
27.376251,-0.322069,51.277805,0.735213
27.374546,-0.363856,51.281395,0.680939
27.372631,-0.405653,51.284712,0.627181
27.370506,-0.447466,51.287760,0.573987
27.368170,-0.489303,51.290541,0.521401
27.365623,-0.531171,51.293057,0.469472
27.362865,-0.573076,51.295314,0.418244
27.359896,-0.615025,51.297313,0.367764
27.356716,-0.657025,51.299060,0.318078
27.353324,-0.699081,51.300557,0.269231
27.349721,-0.741198,51.301810,0.221270
27.345905,-0.783383,51.302822,0.174240
27.341877,-0.825640,51.303599,0.128186
27.337635,-0.867973,51.304146,0.083155
27.333181,-0.910387,51.304467,0.039192
27.328513,-0.952886,51.304568,-0.003658
27.323630,-0.995473,51.304455,-0.045349
27.318533,-1.038151,51.304134,-0.085836
27.313221,-1.080923,51.303610,-0.125074
27.307693,-1.123791,51.302890,-0.163017
27.301949,-1.166758,51.301981,-0.199620
27.295989,-1.209823,51.300890,-0.234839
27.289812,-1.252989,51.299623,-0.268628
27.283417,-1.296255,51.298187,-0.300945
27.276804,-1.339622,51.296591,-0.331744
27.269973,-1.383090,51.294842,-0.360982
27.262922,-1.426656,51.292947,-0.388616
27.255652,-1.470320,51.290915,-0.414603
27.248162,-1.514081,51.288755,-0.438901
27.240451,-1.557934,51.286474,-0.461468
27.232519,-1.601878,51.284082,-0.482265
27.224366,-1.645909,51.281587,-0.501250
27.215991,-1.690023,51.278999,-0.518386
27.207393,-1.734216,51.276328,-0.533635
27.198573,-1.778483,51.273581,-0.546960
27.189530,-1.822819,51.270770,-0.558326
27.180263,-1.867217,51.267904,-0.567699
27.170772,-1.911672,51.264994,-0.575048
27.161058,-1.956177,51.262049,-0.580342
27.151119,-2.000724,51.259080,-0.583554
27.140956,-2.045307,51.256097,-0.584657
27.130568,-2.089917,51.253112,-0.583628
27.119955,-2.134547,51.250134,-0.580446
27.109118,-2.179187,51.247175,-0.575092
27.098055,-2.223829,51.244246,-0.567551
27.086768,-2.268464,51.241358,-0.557811
27.075256,-2.313082,51.238521,-0.545863
27.063519,-2.357675,51.235747,-0.531701
27.051557,-2.402232,51.233048,-0.515325
27.039371,-2.446745,51.230434,-0.496736
27.026961,-2.491202,51.227916,-0.475943
27.014327,-2.535596,51.225506,-0.452955
27.001470,-2.579916,51.223214,-0.427790
26.988389,-2.624153,51.221052,-0.400468
26.975085,-2.668297,51.219030,-0.371016
26.961560,-2.712341,51.217160,-0.339465
26.947812,-2.756275,51.215451,-0.305853
26.933843,-2.800092,51.213914,-0.270222
26.919654,-2.843783,51.212559,-0.232623
26.905245,-2.887342,51.211396,-0.193110
26.890617,-2.930762,51.210435,-0.151744
26.875770,-2.974038,51.209685,-0.108596
26.860706,-3.017164,51.209154,-0.063739
26.845424,-3.060137,51.208852,-0.017255
26.829926,-3.102952,51.208786,0.030766
26.814213,-3.145608,51.208964,0.080229
26.798286,-3.188104,51.209394,0.131030
26.782144,-3.230439,51.210081,0.183059
26.765790,-3.272613,51.211032,0.236197
26.749224,-3.314629,51.212253,0.290320
26.732446,-3.356491,51.213748,0.345294
26.715458,-3.398201,51.215521,0.400979
26.698260,-3.439767,51.217576,0.457229
26.680853,-3.481194,51.219915,0.513887
26.663238,-3.522492,51.222541,0.570791
26.645415,-3.563668,51.225454,0.627772
26.627385,-3.604736,51.228655,0.684651
26.609149,-3.645705,51.232143,0.741246
26.590707,-3.686590,51.235916,0.797363
26.572059,-3.727406,51.239972,0.852806
26.553207,-3.768167,51.244307,0.907368
26.534149,-3.808891,51.248917,0.960836
26.514887,-3.849596,51.253795,1.012993
26.495420,-3.890301,51.258934,1.063612
26.475748,-3.931026,51.264328,1.112462
26.455872,-3.971793,51.269966,1.159304
26.435791,-4.012623,51.275839,1.203894
26.415504,-4.053540,51.281934,1.245982
26.395012,-4.094567,51.288239,1.285312
26.374314,-4.135727,51.294740,1.321622
26.353409,-4.177046,51.301421,1.354647
26.332296,-4.218550,51.308265,1.384112
26.310975,-4.260262,51.315255,1.409743
26.289443,-4.302209,51.322369,1.431257
26.267701,-4.344416,51.329589,1.448368
26.245747,-4.386908,51.336890,1.460786
26.223579,-4.429711,51.344249,1.468217
26.201196,-4.472848,51.351641,1.470363
26.178595,-4.516342,51.359039,1.466923
26.155777,-4.560217,51.366413,1.457592
26.132737,-4.604492,51.373736,1.442063
26.109475,-4.649188,51.380973,1.420028
26.085988,-4.694320,51.388094,1.391175
26.062275,-4.739904,51.395062,1.355192
26.038332,-4.785951,51.401842,1.311765
26.014158,-4.832469,51.408396,1.260581
25.989750,-4.879464,51.414685,1.201328
25.965105,-4.926935,51.420668,1.133694
25.940222,-4.974877,51.426301,1.057369
25.915099,-5.023279,51.431542,0.972048
25.889732,-5.072125,51.436344,0.877431
25.864119,-5.121391,51.440661,0.773222
25.838260,-5.171045,51.444443,0.659135
25.812151,-5.221048,51.447642,0.534893
25.785791,-5.271348,51.450205,0.400231
25.759179,-5.321889,51.452080,0.254897
25.732313,-5.372599,51.453212,0.098658
25.705194,-5.423396,51.453548,-0.068700
25.677819,-5.474189,51.453031,-0.247368
25.650191,-5.524870,51.451603,-0.437512
25.622309,-5.575321,51.449208,-0.639266
25.594174,-5.625409,51.445785,-0.852731
25.565789,-5.674988,51.441278,-1.077974
25.537156,-5.723899,51.435625,-1.315017
25.508280,-5.771968,51.428769,-1.563839
25.479163,-5.819009,51.420649,-1.824373
25.449813,-5.864823,51.411208,-2.096499
25.420234,-5.909199,51.400386,-2.380044
25.390435,-5.951916,51.388127,-2.674777
25.360424,-5.992742,51.374375,-2.980412
25.330211,-6.031437,51.359076,-3.296601
25.299807,-6.067757,51.342176,-3.622939
25.269223,-6.101450,51.323626,-3.958958
25.238474,-6.132264,51.303376,-4.304135
25.207573,-6.159946,51.281382,-4.657887
25.176538,-6.184245,51.257601,-5.019579
25.145385,-6.204914,51.231994,-5.388523
25.114132,-6.221717,51.204525,-5.763982
25.082800,-6.234425,51.175162,-6.145178
25.051409,-6.242825,51.143877,-6.531292
25.019980,-6.246717,51.110646,-6.921469
24.988537,-6.245926,51.075449,-7.314826
24.957103,-6.240297,51.038272,-7.710453
24.925703,-6.229702,50.999103,-8.107419
24.894362,-6.214042,50.957938,-8.504775
24.863105,-6.193254,50.914775,-8.901558
24.831958,-6.167311,50.869617,-9.296794
24.800948,-6.136224,50.822474,-9.689496
24.770099,-6.100051,50.773359,-10.078670
24.739437,-6.058896,50.722291,-10.463309
24.708988,-6.012911,50.669293,-10.842392
24.678775,-5.962302,50.614395,-11.214884
24.648822,-5.907326,50.557630,-11.579730
24.619150,-5.848299,50.499039,-11.935846
24.589780,-5.785587,50.438665,-12.282122
24.560730,-5.719614,50.376560,-12.617410
24.532015,-5.650855,50.312779,-12.940522
24.503650,-5.579834,50.247385,-13.250226
24.475645,-5.507118,50.180446,-13.545251
24.448009,-5.433313,50.112037,-13.824282
24.420747,-5.359055,50.042239,-14.085973
24.393860,-5.285002,49.971141,-14.328958
24.367347,-5.211821,49.898837,-14.551868
24.341204,-5.140181,49.825430,-14.753355
24.315421,-5.070738,49.751028,-14.932119
24.289987,-5.004122,49.675746,-15.086944
24.264889,-4.940928,49.599705,-15.216732
24.240107,-4.881699,49.523033,-15.320542
24.215622,-4.826920,49.445859,-15.397627
24.191411,-4.777004,49.368319,-15.447471
24.167450,-4.732285,49.290549,-15.469814
24.143711,-4.693013,49.212689,-15.464675
24.120168,-4.659349,49.134875,-15.432370
24.096791,-4.631361,49.057244,-15.373505
24.073553,-4.609028,48.979930,-15.288972
24.050425,-4.592243,48.903059,-15.179929
24.027378,-4.580818,48.826755,-15.047769
24.004387,-4.574487,48.751132,-14.894080
23.981425,-4.572925,48.676298,-14.720607
23.958469,-4.575749,48.602349,-14.529198
23.935497,-4.582533,48.529377,-14.321766
23.912489,-4.592819,48.457458,-14.100233
23.889428,-4.606130,48.386663,-13.866500
23.866298,-4.621979,48.317052,-13.622400
23.843088,-4.639878,48.248675,-13.369678
23.819786,-4.659352,48.181575,-13.109964
23.796387,-4.679939,48.115785,-12.844758
23.772883,-4.701206,48.051332,-12.575424
23.749272,-4.722745,47.988235,-12.303184
23.725553,-4.744184,47.926509,-12.029121
23.701727,-4.765183,47.866161,-11.754185
23.677795,-4.785442,47.807196,-11.479201
23.653762,-4.804696,47.749612,-11.204880
23.629632,-4.822716,47.693405,-10.931829
23.605413,-4.839308,47.638570,-10.660564
23.581111,-4.854314,47.585096,-10.391520
23.556735,-4.867604,47.532972,-10.125064
23.532293,-4.879080,47.482184,-9.861504
23.507794,-4.888667,47.432718,-9.601096
23.483248,-4.896318,47.384557,-9.344054
23.458665,-4.902005,47.337685,-9.090559
23.434053,-4.905720,47.292083,-8.840760
23.409425,-4.907470,47.247733,-8.594784
23.384788,-4.907279,47.204615,-8.352735
23.360153,-4.905181,47.162710,-8.114703
23.335530,-4.901223,47.121997,-7.880761
23.310927,-4.895460,47.082455,-7.650974
23.286355,-4.887953,47.044064,-7.425394
23.261820,-4.878771,47.006802,-7.204065
23.237333,-4.867987,46.970648,-6.987025
23.212900,-4.855678,46.935581,-6.774304
23.188529,-4.841923,46.901579,-6.565927
23.164229,-4.826804,46.868619,-6.361912
23.140004,-4.810404,46.836680,-6.162275
23.115862,-4.792807,46.805741,-5.967025
23.091809,-4.774095,46.775778,-5.776167
23.067850,-4.754354,46.746770,-5.589702
23.043990,-4.733665,46.718695,-5.407627
23.020234,-4.712111,46.691530,-5.229936
22.996587,-4.689772,46.665255,-5.056617
22.973051,-4.666727,46.639846,-4.887655
22.949631,-4.643054,46.615282,-4.723032
22.926330,-4.618829,46.591541,-4.562725
22.903150,-4.594125,46.568602,-4.406708
22.880093,-4.569015,46.546443,-4.254950
22.857163,-4.543568,46.525042,-4.107419
22.834359,-4.517851,46.504379,-3.964075
22.811684,-4.491931,46.484433,-3.824879
22.789138,-4.465871,46.465182,-3.689785
22.766723,-4.439731,46.446607,-3.558744
22.744438,-4.413571,46.428686,-3.431705
22.722283,-4.387448,46.411401,-3.308611
22.700259,-4.361416,46.394730,-3.189403
22.678364,-4.335527,46.378655,-3.074018
22.656599,-4.309831,46.363157,-2.962391
22.634961,-4.284377,46.348216,-2.854452
22.613450,-4.259211,46.333815,-2.750128
22.592064,-4.234375,46.319935,-2.649343
22.570801,-4.209912,46.306559,-2.552020
22.549660,-4.185862,46.293669,-2.458078
22.528639,-4.162262,46.281249,-2.367431
22.507734,-4.139147,46.269281,-2.279995
22.486944,-4.116552,46.257751,-2.195679
22.466266,-4.094507,46.246642,-2.114395
22.445698,-4.073043,46.235939,-2.036048
22.425235,-4.052189,46.225628,-1.960545
22.404876,-4.031969,46.215695,-1.887790
22.384616,-4.012409,46.206125,-1.817685
22.364453,-3.993531,46.196906,-1.750133
22.344383,-3.975357,46.188025,-1.685034
22.324403,-3.957906,46.179470,-1.622289
22.304508,-3.941196,46.171229,-1.561798
22.284696,-3.925243,46.163291,-1.503460
22.264962,-3.910062,46.155645,-1.447175
22.245302,-3.895668,46.148281,-1.392842
22.225713,-3.882072,46.141190,-1.340363
22.206190,-3.869285,46.134362,-1.289638
22.186730,-3.857316,46.127788,-1.240569
22.167328,-3.846175,46.121461,-1.193060
22.147980,-3.835869,46.115373,-1.147013
22.128682,-3.826404,46.109516,-1.102336
22.109429,-3.817785,46.103883,-1.058935
22.090218,-3.810017,46.098470,-1.016720
22.071044,-3.803102,46.093268,-0.975601
22.051902,-3.797045,46.088274,-0.935492
22.032790,-3.791845,46.083483,-0.896308
22.013701,-3.787505,46.078889,-0.857967
21.994632,-3.784025,46.074488,-0.820391
21.975579,-3.781404,46.070278,-0.783502
21.956537,-3.779642,46.066254,-0.747226
21.937502,-3.778738,46.062414,-0.711493
21.918470,-3.778688,46.058755,-0.676235
21.899436,-3.779493,46.055275,-0.641387
21.880396,-3.781147,46.051971,-0.606889
21.861346,-3.783650,46.048843,-0.572683
21.842282,-3.786998,46.045888,-0.538715
21.823199,-3.791187,46.043106,-0.504934
21.804093,-3.796214,46.040496,-0.471293
21.784959,-3.802075,46.038057,-0.437751
21.765795,-3.808768,46.035789,-0.404269
21.746595,-3.816288,46.033691,-0.370812
21.727356,-3.824632,46.031763,-0.337349
21.708072,-3.833797,46.030007,-0.303855
21.688741,-3.843779,46.028421,-0.270308
21.669358,-3.854575,46.027006,-0.236691
21.649920,-3.866183,46.025762,-0.202991
21.630421,-3.878601,46.024691,-0.169201
21.610857,-3.891825,46.023792,-0.135317
21.591226,-3.905855,46.023066,-0.101342
21.571523,-3.920689,46.022513,-0.067284
21.551743,-3.936326,46.022134,-0.033154
21.531883,-3.952767,46.021930,0.001030
21.511939,-3.970011,46.021900,0.035245
21.491907,-3.988060,46.022044,0.069461
21.471782,-4.006915,46.022363,0.103644
21.451561,-4.026579,46.022857,0.137753
21.431239,-4.047055,46.023525,0.171741
21.410813,-4.068346,46.024366,0.205557
21.390279,-4.090458,46.025379,0.239139
21.369632,-4.113396,46.026564,0.272421
21.348868,-4.137167,46.027919,0.305332
21.327982,-4.161778,46.029441,0.337789
21.306972,-4.187237,46.031128,0.369707
21.285832,-4.213555,46.032979,0.400989
21.264559,-4.240741,46.034988,0.431534
21.243147,-4.268807,46.037153,0.461230
21.221593,-4.297765,46.039469,0.489957
21.199891,-4.327630,46.041932,0.517589
21.178038,-4.358417,46.044534,0.543987
21.156029,-4.390141,46.047271,0.569007
21.133859,-4.422819,46.050135,0.592492
21.111522,-4.456470,46.053118,0.614276
21.089016,-4.491114,46.056211,0.634184
21.066333,-4.526770,46.059405,0.652028
21.043470,-4.563460,46.062689,0.667612
21.020421,-4.601208,46.066052,0.680725
20.997180,-4.640036,46.069480,0.691146
20.973743,-4.679970,46.072961,0.698641
20.950104,-4.721034,46.076478,0.702965
20.926256,-4.763255,46.080017,0.703857
20.902195,-4.806661,46.083559,0.701043
20.877913,-4.851277,46.087085,0.694235
20.853406,-4.897132,46.090576,0.683132
20.828667,-4.944254,46.094008,0.667414
20.803689,-4.992670,46.097359,0.646749
20.778466,-5.042407,46.100603,0.620788
20.752991,-5.093491,46.103713,0.589164
20.727258,-5.145947,46.106661,0.551496
20.701259,-5.199799,46.109415,0.507385
20.674988,-5.255067,46.111942,0.456413
20.648437,-5.311771,46.114208,0.398150
20.621599,-5.369924,46.116176,0.332143
